year,number,month,state
2013,370,Setembro,Santa Catarina
2014,202,Setembro,Santa Catarina
2015,160,Setembro,Santa Catarina
2016,677,Setembro,Santa Catarina
2017,491,Setembro,Santa Catarina
2018,126,Setembro,Santa Catarina
2019,272,Setembro,Santa Catarina
2020,203,Setembro,Santa Catarina
2021,0,Setembro,Santa Catarina
1998,4,Outubro,Santa Catarina
1999,16,Outubro,Santa Catarina
2000,55,Outubro,Santa Catarina
2001,26,Outubro,Santa Catarina
2002,74,Outubro,Santa Catarina
2003,883,Outubro,Santa Catarina
2004,1056,Outubro,Santa Catarina
2005,225,Outubro,Santa Catarina
2006,379,Outubro,Santa Catarina
2007,245,Outubro,Santa Catarina
2008,78,Outubro,Santa Catarina
2009,286,Outubro,Santa Catarina
2010,191,Outubro,Santa Catarina
2011,151,Outubro,Santa Catarina
2012,63,Outubro,Santa Catarina
2013,116,Outubro,Santa Catarina
2014,123,Outubro,Santa Catarina
2015,21,Outubro,Santa Catarina
2016,56,Outubro,Santa Catarina
2017,40,Outubro,Santa Catarina
2018,74,Outubro,Santa Catarina
2019,68,Outubro,Santa Catarina
2020,172,Outubro,Santa Catarina
2021,0,Outubro,Santa Catarina
1998,21,Novembro,Santa Catarina
1999,84,Novembro,Santa Catarina
2000,19,Novembro,Santa Catarina
2001,66,Novembro,Santa Catarina
2002,554,Novembro,Santa Catarina
2003,482,Novembro,Santa Catarina
2004,454,Novembro,Santa Catarina
2005,500,Novembro,Santa Catarina
2006,212,Novembro,Santa Catarina
2007,164,Novembro,Santa Catarina
2008,132,Novembro,Santa Catarina
2009,67,Novembro,Santa Catarina
2010,118,Novembro,Santa Catarina
2011,100,Novembro,Santa Catarina
2012,120,Novembro,Santa Catarina
2013,80,Novembro,Santa Catarina
2014,45,Novembro,Santa Catarina
2015,8,Novembro,Santa Catarina
2016,144,Novembro,Santa Catarina
2017,164,Novembro,Santa Catarina
2018,53,Novembro,Santa Catarina
2019,63,Novembro,Santa Catarina
2020,69,Novembro,Santa Catarina
2021,0,Novembro,Santa Catarina
1998,26,Dezembro,Santa Catarina
1999,89,Dezembro,Santa Catarina
2000,29,Dezembro,Santa Catarina
2001,45,Dezembro,Santa Catarina
2002,143,Dezembro,Santa Catarina
2003,229,Dezembro,Santa Catarina
2004,115,Dezembro,Santa Catarina
2005,83,Dezembro,Santa Catarina
2006,65,Dezembro,Santa Catarina
2007,98,Dezembro,Santa Catarina
2008,133,Dezembro,Santa Catarina
2009,36,Dezembro,Santa Catarina
2010,66,Dezembro,Santa Catarina
2011,52,Dezembro,Santa Catarina
2012,45,Dezembro,Santa Catarina
2013,76,Dezembro,Santa Catarina
2014,35,Dezembro,Santa Catarina
2015,18,Dezembro,Santa Catarina
2016,20,Dezembro,Santa Catarina
2017,69,Dezembro,Santa Catarina
2018,71,Dezembro,Santa Catarina
2019,81,Dezembro,Santa Catarina
2020,16,Dezembro,Santa Catarina
2021,0,Dezembro,Santa Catarina
1998,0,Janeiro,São Paulo
1999,7,Janeiro,São Paulo
2000,36,Janeiro,São Paulo
2001,26,Janeiro,São Paulo
2002,19,Janeiro,São Paulo
2003,67,Janeiro,São Paulo
2004,56,Janeiro,São Paulo
2005,25,Janeiro,São Paulo
2006,108,Janeiro,São Paulo
2007,43,Janeiro,São Paulo
2008,47,Janeiro,São Paulo
2009,33,Janeiro,São Paulo
2010,56,Janeiro,São Paulo
2011,76,Janeiro,São Paulo
2012,49,Janeiro,São Paulo
2013,51,Janeiro,São Paulo
2014,67,Janeiro,São Paulo
2015,86,Janeiro,São Paulo
2016,56,Janeiro,São Paulo
2017,21,Janeiro,São Paulo
2018,41,Janeiro,São Paulo
2019,90,Janeiro,São Paulo
2020,69,Janeiro,São Paulo
2021,29,Janeiro,São Paulo
1998,0,Fevereiro,São Paulo
1999,47,Fevereiro,São Paulo
2000,25,Fevereiro,São Paulo
2001,25,Fevereiro,São Paulo
2002,19,Fevereiro,São Paulo
2003,185,Fevereiro,São Paulo
2004,91,Fevereiro,São Paulo
2005,131,Fevereiro,São Paulo
2006,92,Fevereiro,São Paulo
2007,179,Fevereiro,São Paulo
2008,34,Fevereiro,São Paulo
2009,87,Fevereiro,São Paulo
2010,184,Fevereiro,São Paulo
2011,77,Fevereiro,São Paulo
2012,110,Fevereiro,São Paulo
2013,101,Fevereiro,São Paulo
2014,97,Fevereiro,São Paulo
2015,37,Fevereiro,São Paulo
2016,107,Fevereiro,São Paulo
2017,88,Fevereiro,São Paulo
2018,26,Fevereiro,São Paulo
2019,35,Fevereiro,São Paulo
2020,103,Fevereiro,São Paulo
2021,70,Fevereiro,São Paulo
1998,0,Março,São Paulo
1999,78,Março,São Paulo
2000,27,Março,São Paulo
2001,35,Março,São Paulo
2002,111,Março,São Paulo
2003,96,Março,São Paulo
2004,122,Março,São Paulo
2005,131,Março,São Paulo
2006,187,Março,São Paulo
2007,267,Março,São Paulo
2008,110,Março,São Paulo
2009,108,Março,São Paulo
2010,153,Março,São Paulo
2011,47,Março,São Paulo
2012,139,Março,São Paulo
2013,61,Março,São Paulo
2014,58,Março,São Paulo
2015,45,Março,São Paulo
2016,65,Março,São Paulo
2017,78,Março,São Paulo
2018,126,Março,São Paulo
2019,85,Março,São Paulo
2020,127,Março,São Paulo
2021,0,Março,São Paulo
1998,0,Abril,São Paulo
1999,291,Abril,São Paulo
2000,102,Abril,São Paulo
2001,61,Abril,São Paulo
2002,178,Abril,São Paulo
2003,165,Abril,São Paulo
2004,112,Abril,São Paulo
2005,213,Abril,São Paulo
2006,285,Abril,São Paulo
2007,202,Abril,São Paulo
2008,132,Abril,São Paulo
2009,199,Abril,São Paulo
2010,148,Abril,São Paulo
2011,76,Abril,São Paulo
2012,121,Abril,São Paulo
2013,172,Abril,São Paulo
2014,93,Abril,São Paulo
2015,70,Abril,São Paulo
2016,293,Abril,São Paulo
2017,37,Abril,São Paulo
2018,85,Abril,São Paulo
2019,78,Abril,São Paulo
2020,252,Abril,São Paulo
2021,0,Abril,São Paulo
1998,0,Maio,São Paulo
1999,500,Maio,São Paulo
2000,300,Maio,São Paulo
2001,211,Maio,São Paulo
2002,319,Maio,São Paulo
2003,385,Maio,São Paulo
2004,215,Maio,São Paulo
2005,401,Maio,São Paulo
2006,587,Maio,São Paulo
2007,392,Maio,São Paulo
2008,282,Maio,São Paulo
2009,219,Maio,São Paulo
2010,254,Maio,São Paulo
2011,217,Maio,São Paulo
2012,108,Maio,São Paulo
2013,170,Maio,São Paulo
2014,178,Maio,São Paulo
2015,63,Maio,São Paulo
2016,138,Maio,São Paulo
2017,45,Maio,São Paulo
2018,317,Maio,São Paulo
2019,81,Maio,São Paulo
2020,262,Maio,São Paulo
2021,0,Maio,São Paulo
1998,451,Junho,São Paulo
1999,522,Junho,São Paulo
2000,605,Junho,São Paulo
2001,345,Junho,São Paulo
2002,562,Junho,São Paulo
2003,757,Junho,São Paulo
2004,448,Junho,São Paulo
2005,396,Junho,São Paulo
2006,667,Junho,São Paulo
2007,611,Junho,São Paulo
2008,178,Junho,São Paulo
2009,231,Junho,São Paulo
2010,635,Junho,São Paulo
2011,318,Junho,São Paulo
2012,63,Junho,São Paulo
2013,70,Junho,São Paulo
2014,312,Junho,São Paulo
2015,144,Junho,São Paulo
2016,196,Junho,São Paulo
2017,152,Junho,São Paulo
2018,292,Junho,São Paulo
2019,290,Junho,São Paulo
2020,262,Junho,São Paulo
2021,0,Junho,São Paulo
1998,597,Julho,São Paulo
1999,683,Julho,São Paulo
2000,770,Julho,São Paulo
2001,539,Julho,São Paulo
2002,645,Julho,São Paulo
2003,885,Julho,São Paulo
2004,529,Julho,São Paulo
2005,525,Julho,São Paulo
2006,1011,Julho,São Paulo
2007,423,Julho,São Paulo
2008,579,Julho,São Paulo
2009,159,Julho,São Paulo
2010,943,Julho,São Paulo
2011,581,Julho,São Paulo
2012,235,Julho,São Paulo
2013,243,Julho,São Paulo
2014,462,Julho,São Paulo
2015,139,Julho,São Paulo
2016,734,Julho,São Paulo
2017,616,Julho,São Paulo
2018,1070,Julho,São Paulo
2019,393,Julho,São Paulo
2020,558,Julho,São Paulo
2021,0,Julho,São Paulo
1998,580,Agosto,São Paulo
1999,1210,Agosto,São Paulo
2000,915,Agosto,São Paulo
2001,587,Agosto,São Paulo
2002,909,Agosto,São Paulo
2003,1194,Agosto,São Paulo
2004,1012,Agosto,São Paulo
2005,1161,Agosto,São Paulo
2006,1096,Agosto,São Paulo
2007,754,Agosto,São Paulo
2008,489,Agosto,São Paulo
2009,347,Agosto,São Paulo
2010,2444,Agosto,São Paulo
2011,1159,Agosto,São Paulo
2012,521,Agosto,São Paulo
2013,602,Agosto,São Paulo
2014,1440,Agosto,São Paulo
2015,627,Agosto,São Paulo
2016,840,Agosto,São Paulo
2017,734,Agosto,São Paulo
2018,350,Agosto,São Paulo
2019,742,Agosto,São Paulo
2020,1111,Agosto,São Paulo
2021,0,Agosto,São Paulo
1998,525,Setembro,São Paulo
1999,910,Setembro,São Paulo
2000,581,Setembro,São Paulo
2001,423,Setembro,São Paulo
2002,483,Setembro,São Paulo
2003,1104,Setembro,São Paulo
2004,1104,Setembro,São Paulo
2005,291,Setembro,São Paulo
2006,840,Setembro,São Paulo
2007,779,Setembro,São Paulo
2008,589,Setembro,São Paulo
2009,148,Setembro,São Paulo
2010,1923,Setembro,São Paulo
2011,1211,Setembro,São Paulo
2012,908,Setembro,São Paulo
2013,590,Setembro,São Paulo
2014,843,Setembro,São Paulo
2015,344,Setembro,São Paulo
2016,506,Setembro,São Paulo
2017,1930,Setembro,São Paulo
2018,598,Setembro,São Paulo
2019,872,Setembro,São Paulo
2020,2254,Setembro,São Paulo
2021,0,Setembro,São Paulo
1998,433,Outubro,São Paulo
1999,763,Outubro,São Paulo
2000,647,Outubro,São Paulo
2001,441,Outubro,São Paulo
2002,700,Outubro,São Paulo
2003,475,Outubro,São Paulo
2004,248,Outubro,São Paulo
2005,264,Outubro,São Paulo
2006,233,Outubro,São Paulo
2007,601,Outubro,São Paulo
2008,120,Outubro,São Paulo
2009,105,Outubro,São Paulo
2010,327,Outubro,São Paulo
2011,250,Outubro,São Paulo
2012,259,Outubro,São Paulo
2013,133,Outubro,São Paulo
2014,852,Outubro,São Paulo
2015,199,Outubro,São Paulo
2016,172,Outubro,São Paulo
2017,134,Outubro,São Paulo
2018,27,Outubro,São Paulo
2019,308,Outubro,São Paulo
2020,995,Outubro,São Paulo
2021,0,Outubro,São Paulo
1998,487,Novembro,São Paulo
1999,400,Novembro,São Paulo
2000,96,Novembro,São Paulo
2001,168,Novembro,São Paulo
2002,129,Novembro,São Paulo
2003,208,Novembro,São Paulo
2004,230,Novembro,São Paulo
2005,206,Novembro,São Paulo
2006,171,Novembro,São Paulo
2007,130,Novembro,São Paulo
2008,86,Novembro,São Paulo
2009,81,Novembro,São Paulo
2010,153,Novembro,São Paulo
2011,110,Novembro,São Paulo
2012,74,Novembro,São Paulo
2013,106,Novembro,São Paulo
2014,48,Novembro,São Paulo
2015,18,Novembro,São Paulo
2016,35,Novembro,São Paulo
2017,35,Novembro,São Paulo
2018,16,Novembro,São Paulo
2019,60,Novembro,São Paulo
2020,115,Novembro,São Paulo
2021,0,Novembro,São Paulo
1998,121,Dezembro,São Paulo
1999,47,Dezembro,São Paulo
2000,23,Dezembro,São Paulo
2001,52,Dezembro,São Paulo
2002,78,Dezembro,São Paulo
2003,78,Dezembro,São Paulo
2004,167,Dezembro,São Paulo
2005,91,Dezembro,São Paulo
2006,95,Dezembro,São Paulo
2007,95,Dezembro,São Paulo
2008,150,Dezembro,São Paulo
2009,48,Dezembro,São Paulo
2010,72,Dezembro,São Paulo
2011,64,Dezembro,São Paulo
2012,79,Dezembro,São Paulo
2013,93,Dezembro,São Paulo
2014,40,Dezembro,São Paulo
2015,40,Dezembro,São Paulo
2016,45,Dezembro,São Paulo
2017,35,Dezembro,São Paulo
2018,73,Dezembro,São Paulo
2019,40,Dezembro,São Paulo
2020,15,Dezembro,São Paulo
2021,0,Dezembro,São Paulo
1998,0,Janeiro,Sergipe
1999,36,Janeiro,Sergipe
2000,1,Janeiro,Sergipe
2001,2,Janeiro,Sergipe
2002,1,Janeiro,Sergipe
2003,210,Janeiro,Sergipe
2004,21,Janeiro,Sergipe
2005,111,Janeiro,Sergipe
2006,40,Janeiro,Sergipe
2007,60,Janeiro,Sergipe
2008,113,Janeiro,Sergipe
2009,78,Janeiro,Sergipe
2010,34,Janeiro,Sergipe
2011,42,Janeiro,Sergipe
2012,40,Janeiro,Sergipe
2013,32,Janeiro,Sergipe
2014,18,Janeiro,Sergipe
2015,37,Janeiro,Sergipe
2016,7,Janeiro,Sergipe
2017,30,Janeiro,Sergipe
2018,14,Janeiro,Sergipe
2019,31,Janeiro,Sergipe
2020,29,Janeiro,Sergipe
2021,12,Janeiro,Sergipe
1998,0,Fevereiro,Sergipe
1999,25,Fevereiro,Sergipe
2000,6,Fevereiro,Sergipe
2001,2,Fevereiro,Sergipe
2002,6,Fevereiro,Sergipe
2003,63,Fevereiro,Sergipe
2004,17,Fevereiro,Sergipe
2005,40,Fevereiro,Sergipe
2006,52,Fevereiro,Sergipe
2007,30,Fevereiro,Sergipe
2008,77,Fevereiro,Sergipe
2009,72,Fevereiro,Sergipe
2010,37,Fevereiro,Sergipe
2011,40,Fevereiro,Sergipe
2012,36,Fevereiro,Sergipe
2013,47,Fevereiro,Sergipe
2014,16,Fevereiro,Sergipe
2015,33,Fevereiro,Sergipe
2016,15,Fevereiro,Sergipe
2017,12,Fevereiro,Sergipe
2018,18,Fevereiro,Sergipe
2019,13,Fevereiro,Sergipe
2020,9,Fevereiro,Sergipe
2021,28,Fevereiro,Sergipe
1998,0,Março,Sergipe
1999,18,Março,Sergipe
2000,6,Março,Sergipe
2001,1,Março,Sergipe
2002,7,Março,Sergipe
2003,76,Março,Sergipe
2004,62,Março,Sergipe
2005,44,Março,Sergipe
2006,68,Março,Sergipe
2007,4,Março,Sergipe
2008,51,Março,Sergipe
2009,42,Março,Sergipe
2010,46,Março,Sergipe
2011,65,Março,Sergipe
2012,87,Março,Sergipe
2013,59,Março,Sergipe
2014,26,Março,Sergipe
2015,45,Março,Sergipe
2016,25,Março,Sergipe
2017,17,Março,Sergipe
2018,22,Março,Sergipe
2019,12,Março,Sergipe
2020,5,Março,Sergipe
2021,0,Março,Sergipe
1998,0,Abril,Sergipe
1999,6,Abril,Sergipe
2000,1,Abril,Sergipe
2001,0,Abril,Sergipe
2002,12,Abril,Sergipe
2003,51,Abril,Sergipe
2004,21,Abril,Sergipe
2005,13,Abril,Sergipe
2006,11,Abril,Sergipe
2007,6,Abril,Sergipe
2008,7,Abril,Sergipe
2009,20,Abril,Sergipe
2010,4,Abril,Sergipe
2011,19,Abril,Sergipe
2012,40,Abril,Sergipe
2013,14,Abril,Sergipe
2014,7,Abril,Sergipe
2015,24,Abril,Sergipe
2016,13,Abril,Sergipe
2017,8,Abril,Sergipe
2018,13,Abril,Sergipe
2019,2,Abril,Sergipe
2020,6,Abril,Sergipe
2021,0,Abril,Sergipe
1998,0,Maio,Sergipe
1999,0,Maio,Sergipe
2000,0,Maio,Sergipe
2001,3,Maio,Sergipe
2002,0,Maio,Sergipe
2003,5,Maio,Sergipe
2004,13,Maio,Sergipe
2005,1,Maio,Sergipe
2006,0,Maio,Sergipe
2007,0,Maio,Sergipe
2008,2,Maio,Sergipe
2009,0,Maio,Sergipe
2010,1,Maio,Sergipe
2011,0,Maio,Sergipe
2012,16,Maio,Sergipe
2013,2,Maio,Sergipe
2014,1,Maio,Sergipe
2015,9,Maio,Sergipe
2016,9,Maio,Sergipe
2017,1,Maio,Sergipe
2018,1,Maio,Sergipe
2019,4,Maio,Sergipe
2020,5,Maio,Sergipe
2021,0,Maio,Sergipe
1998,0,Junho,Sergipe
1999,0,Junho,Sergipe
2000,0,Junho,Sergipe
2001,0,Junho,Sergipe
2002,0,Junho,Sergipe
2003,0,Junho,Sergipe
2004,0,Junho,Sergipe
2005,0,Junho,Sergipe
2006,0,Junho,Sergipe
2007,1,Junho,Sergipe
2008,0,Junho,Sergipe
2009,1,Junho,Sergipe
2010,0,Junho,Sergipe
2011,2,Junho,Sergipe
2012,3,Junho,Sergipe
2013,1,Junho,Sergipe
2014,0,Junho,Sergipe
2015,3,Junho,Sergipe
2016,0,Junho,Sergipe
2017,0,Junho,Sergipe
2018,2,Junho,Sergipe
2019,0,Junho,Sergipe
2020,0,Junho,Sergipe
2021,0,Junho,Sergipe
1998,0,Julho,Sergipe
1999,0,Julho,Sergipe
2000,0,Julho,Sergipe
2001,0,Julho,Sergipe
2002,0,Julho,Sergipe
2003,3,Julho,Sergipe
2004,0,Julho,Sergipe
2005,0,Julho,Sergipe
2006,0,Julho,Sergipe
2007,0,Julho,Sergipe
2008,0,Julho,Sergipe
2009,0,Julho,Sergipe
2010,0,Julho,Sergipe
2011,2,Julho,Sergipe
2012,1,Julho,Sergipe
2013,0,Julho,Sergipe
2014,0,Julho,Sergipe
2015,0,Julho,Sergipe
2016,0,Julho,Sergipe
2017,0,Julho,Sergipe
2018,2,Julho,Sergipe
2019,0,Julho,Sergipe
2020,0,Julho,Sergipe
2021,0,Julho,Sergipe
1998,0,Agosto,Sergipe
1999,0,Agosto,Sergipe
2000,0,Agosto,Sergipe
2001,0,Agosto,Sergipe
2002,2,Agosto,Sergipe
2003,0,Agosto,Sergipe
2004,1,Agosto,Sergipe
2005,0,Agosto,Sergipe
2006,2,Agosto,Sergipe
2007,0,Agosto,Sergipe
2008,1,Agosto,Sergipe
2009,0,Agosto,Sergipe
2010,0,Agosto,Sergipe
2011,2,Agosto,Sergipe
2012,0,Agosto,Sergipe
2013,0,Agosto,Sergipe
2014,0,Agosto,Sergipe
2015,0,Agosto,Sergipe
2016,2,Agosto,Sergipe
2017,0,Agosto,Sergipe
2018,5,Agosto,Sergipe
2019,0,Agosto,Sergipe
2020,1,Agosto,Sergipe
2021,0,Agosto,Sergipe
1998,0,Setembro,Sergipe
1999,0,Setembro,Sergipe
2000,0,Setembro,Sergipe
2001,1,Setembro,Sergipe
2002,2,Setembro,Sergipe
2003,6,Setembro,Sergipe
2004,1,Setembro,Sergipe
2005,2,Setembro,Sergipe
2006,0,Setembro,Sergipe
2007,0,Setembro,Sergipe
2008,0,Setembro,Sergipe
2009,0,Setembro,Sergipe
2010,0,Setembro,Sergipe
2011,0,Setembro,Sergipe
2012,0,Setembro,Sergipe
2013,1,Setembro,Sergipe
2014,1,Setembro,Sergipe
2015,1,Setembro,Sergipe
2016,2,Setembro,Sergipe
2017,0,Setembro,Sergipe
2018,2,Setembro,Sergipe
2019,0,Setembro,Sergipe
2020,0,Setembro,Sergipe
2021,0,Setembro,Sergipe
1998,0,Outubro,Sergipe
1999,0,Outubro,Sergipe
2000,3,Outubro,Sergipe
2001,5,Outubro,Sergipe
2002,20,Outubro,Sergipe
2003,4,Outubro,Sergipe
2004,2,Outubro,Sergipe
2005,13,Outubro,Sergipe
2006,5,Outubro,Sergipe
2007,9,Outubro,Sergipe
2008,1,Outubro,Sergipe
2009,2,Outubro,Sergipe
2010,0,Outubro,Sergipe
2011,6,Outubro,Sergipe
2012,0,Outubro,Sergipe
2013,3,Outubro,Sergipe
2014,3,Outubro,Sergipe
2015,4,Outubro,Sergipe
2016,7,Outubro,Sergipe
2017,0,Outubro,Sergipe
2018,16,Outubro,Sergipe
2019,1,Outubro,Sergipe
2020,4,Outubro,Sergipe
2021,0,Outubro,Sergipe
1998,12,Novembro,Sergipe
1999,3,Novembro,Sergipe
2000,0,Novembro,Sergipe
2001,5,Novembro,Sergipe
2002,69,Novembro,Sergipe
2003,5,Novembro,Sergipe
2004,53,Novembro,Sergipe
2005,27,Novembro,Sergipe
2006,10,Novembro,Sergipe
2007,18,Novembro,Sergipe
2008,30,Novembro,Sergipe
2009,11,Novembro,Sergipe
2010,20,Novembro,Sergipe
2011,5,Novembro,Sergipe
2012,6,Novembro,Sergipe
2013,6,Novembro,Sergipe
2014,8,Novembro,Sergipe
2015,41,Novembro,Sergipe
2016,18,Novembro,Sergipe
2017,1,Novembro,Sergipe
2018,16,Novembro,Sergipe
2019,2,Novembro,Sergipe
2020,3,Novembro,Sergipe
2021,0,Novembro,Sergipe
1998,8,Dezembro,Sergipe
1999,5,Dezembro,Sergipe
2000,0,Dezembro,Sergipe
2001,5,Dezembro,Sergipe
2002,126,Dezembro,Sergipe
2003,45,Dezembro,Sergipe
2004,97,Dezembro,Sergipe
2005,42,Dezembro,Sergipe
2006,38,Dezembro,Sergipe
2007,63,Dezembro,Sergipe
2008,31,Dezembro,Sergipe
2009,27,Dezembro,Sergipe
2010,23,Dezembro,Sergipe
2011,48,Dezembro,Sergipe
2012,22,Dezembro,Sergipe
2013,9,Dezembro,Sergipe
2014,9,Dezembro,Sergipe
2015,44,Dezembro,Sergipe
2016,36,Dezembro,Sergipe
2017,8,Dezembro,Sergipe
2018,29,Dezembro,Sergipe
2019,16,Dezembro,Sergipe
2020,15,Dezembro,Sergipe
2021,0,Dezembro,Sergipe
1998,0,Janeiro,Tocantins
1999,36,Janeiro,Tocantins
2000,15,Janeiro,Tocantins
2001,19,Janeiro,Tocantins
2002,36,Janeiro,Tocantins
2003,51,Janeiro,Tocantins
2004,41,Janeiro,Tocantins
2005,75,Janeiro,Tocantins
2006,146,Janeiro,Tocantins
2007,62,Janeiro,Tocantins
2008,45,Janeiro,Tocantins
2009,67,Janeiro,Tocantins
2010,101,Janeiro,Tocantins
2011,25,Janeiro,Tocantins
2012,14,Janeiro,Tocantins
2013,59,Janeiro,Tocantins
2014,90,Janeiro,Tocantins
2015,196,Janeiro,Tocantins
2016,30,Janeiro,Tocantins
2017,57,Janeiro,Tocantins
2018,97,Janeiro,Tocantins
2019,84,Janeiro,Tocantins
2020,75,Janeiro,Tocantins
2021,76,Janeiro,Tocantins
1998,0,Fevereiro,Tocantins
1999,1,Fevereiro,Tocantins
2000,6,Fevereiro,Tocantins
2001,6,Fevereiro,Tocantins
2002,48,Fevereiro,Tocantins
2003,12,Fevereiro,Tocantins
2004,9,Fevereiro,Tocantins
2005,34,Fevereiro,Tocantins
2006,19,Fevereiro,Tocantins
2007,11,Fevereiro,Tocantins
2008,14,Fevereiro,Tocantins
2009,32,Fevereiro,Tocantins
2010,51,Fevereiro,Tocantins
2011,13,Fevereiro,Tocantins
2012,51,Fevereiro,Tocantins
2013,37,Fevereiro,Tocantins
2014,55,Fevereiro,Tocantins
2015,48,Fevereiro,Tocantins
2016,318,Fevereiro,Tocantins
2017,24,Fevereiro,Tocantins
2018,16,Fevereiro,Tocantins
2019,78,Fevereiro,Tocantins
2020,77,Fevereiro,Tocantins
2021,55,Fevereiro,Tocantins
1998,0,Março,Tocantins
1999,1,Março,Tocantins
2000,4,Março,Tocantins
2001,0,Março,Tocantins
2002,33,Março,Tocantins
2003,21,Março,Tocantins
2004,32,Março,Tocantins
2005,22,Março,Tocantins
2006,19,Março,Tocantins
2007,148,Março,Tocantins
2008,4,Março,Tocantins
2009,36,Março,Tocantins
2010,125,Março,Tocantins
2011,36,Março,Tocantins
2012,83,Março,Tocantins
2013,63,Março,Tocantins
2014,41,Março,Tocantins
2015,66,Março,Tocantins
2016,132,Março,Tocantins
2017,79,Março,Tocantins
2018,64,Março,Tocantins
2019,82,Março,Tocantins
2020,111,Março,Tocantins
2021,0,Março,Tocantins
1998,0,Abril,Tocantins
1999,9,Abril,Tocantins
2000,0,Abril,Tocantins
2001,19,Abril,Tocantins
2002,39,Abril,Tocantins
2003,81,Abril,Tocantins
2004,122,Abril,Tocantins
2005,107,Abril,Tocantins
2006,21,Abril,Tocantins
2007,136,Abril,Tocantins
2008,63,Abril,Tocantins
2009,16,Abril,Tocantins
2010,431,Abril,Tocantins
2011,120,Abril,Tocantins
2012,243,Abril,Tocantins
2013,162,Abril,Tocantins
2014,172,Abril,Tocantins
2015,65,Abril,Tocantins
2016,340,Abril,Tocantins
2017,161,Abril,Tocantins
2018,127,Abril,Tocantins
2019,209,Abril,Tocantins
2020,221,Abril,Tocantins
2021,0,Abril,Tocantins
1998,0,Maio,Tocantins
1999,25,Maio,Tocantins
2000,69,Maio,Tocantins
2001,49,Maio,Tocantins
2002,139,Maio,Tocantins
2003,293,Maio,Tocantins
2004,558,Maio,Tocantins
2005,295,Maio,Tocantins
2006,204,Maio,Tocantins
2007,730,Maio,Tocantins
2008,250,Maio,Tocantins
2009,103,Maio,Tocantins
2010,632,Maio,Tocantins
2011,379,Maio,Tocantins
2012,487,Maio,Tocantins
2013,411,Maio,Tocantins
2014,585,Maio,Tocantins
2015,487,Maio,Tocantins
2016,725,Maio,Tocantins
2017,626,Maio,Tocantins
2018,599,Maio,Tocantins
2019,690,Maio,Tocantins
2020,446,Maio,Tocantins
2021,0,Maio,Tocantins
1998,252,Junho,Tocantins
1999,114,Junho,Tocantins
2000,280,Junho,Tocantins
2001,303,Junho,Tocantins
2002,397,Junho,Tocantins
2003,869,Junho,Tocantins
2004,1186,Junho,Tocantins
2005,766,Junho,Tocantins
2006,870,Junho,Tocantins
2007,1450,Junho,Tocantins
2008,769,Junho,Tocantins
2009,441,Junho,Tocantins
2010,1783,Junho,Tocantins
2011,788,Junho,Tocantins
2012,940,Junho,Tocantins
2013,895,Junho,Tocantins
2014,1343,Junho,Tocantins
2015,1118,Junho,Tocantins
2016,1100,Junho,Tocantins
2017,906,Junho,Tocantins
2018,914,Junho,Tocantins
2019,1406,Junho,Tocantins
2020,1188,Junho,Tocantins
2021,0,Junho,Tocantins
1998,640,Julho,Tocantins
1999,373,Julho,Tocantins
2000,503,Julho,Tocantins
2001,834,Julho,Tocantins
2002,1126,Julho,Tocantins
2003,1502,Julho,Tocantins
2004,1541,Julho,Tocantins
2005,1558,Julho,Tocantins
2006,1031,Julho,Tocantins
2007,1955,Julho,Tocantins
2008,1008,Julho,Tocantins
2009,1000,Julho,Tocantins
2010,2970,Julho,Tocantins
2011,1006,Julho,Tocantins
2012,1655,Julho,Tocantins
2013,1398,Julho,Tocantins
2014,1364,Julho,Tocantins
2015,1198,Julho,Tocantins
2016,2607,Julho,Tocantins
2017,1823,Julho,Tocantins
2018,1321,Julho,Tocantins
2019,1598,Julho,Tocantins
2020,1361,Julho,Tocantins
2021,0,Julho,Tocantins
1998,3748,Agosto,Tocantins
1999,1284,Agosto,Tocantins
2000,1952,Agosto,Tocantins
2001,2239,Agosto,Tocantins
2002,3313,Agosto,Tocantins
2003,1553,Agosto,Tocantins
2004,2036,Agosto,Tocantins
2005,2781,Agosto,Tocantins
2006,2066,Agosto,Tocantins
2007,5963,Agosto,Tocantins
2008,1679,Agosto,Tocantins
2009,1141,Agosto,Tocantins
2010,8299,Agosto,Tocantins
2011,1582,Agosto,Tocantins
2012,4269,Agosto,Tocantins
2013,1805,Agosto,Tocantins
2014,2790,Agosto,Tocantins
2015,2451,Agosto,Tocantins
2016,3213,Agosto,Tocantins
2017,2540,Agosto,Tocantins
2018,1361,Agosto,Tocantins
2019,2916,Agosto,Tocantins
2020,1714,Agosto,Tocantins
2021,0,Agosto,Tocantins
1998,5154,Setembro,Tocantins
1999,3421,Setembro,Tocantins
2000,2552,Setembro,Tocantins
2001,4845,Setembro,Tocantins
2002,6981,Setembro,Tocantins
2003,5640,Setembro,Tocantins
2004,6748,Setembro,Tocantins
